NSC,SMILES
207093,"Cc1n[nH]c(N=[N+]=[N-])n1"
207094,"Cc1ncn(C)n1"
207095,"CN(C)c1nc(N)n[nH]1"
207096,"CN(C)c1nc(N=[N+]=[N-])n[nH]1"
207097,"COc1n[nH]c(N=[N+]=[N-])n1"
207098,"CSc1nc(Cl)n[nH]1"
207099,"CSc1nc(N)n(C)n1"
207100,"CSC1=N\C(=N\N=Nc2nc(SC)nn2C)\N(C)N1"
207101,"COc1nc(N)n[nH]1"
207102,"CSc1n[nH]c(N=[N+]=[N-])n1"
207103,"CSc1nc(N=[N+]=[N-])n(C)n1"
207108,"CC(=O)C1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O"
207109,"CC(=O)C1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O"
207110,"OCC1OC(CC1O)N2C=C(CC=C)C(=O)NC2=O"
207111,"CC(=O)\C=C\C1=CNC(=O)NC1=O"
207112,"CSc1ncnc2c1ncn2NC(CCO)CCO"
207113,"Nc1nc(Cl)c(N=Nc2ccc(Cl)cc2)c(NC3CC(O)C(CO)C3)n1"
207114,"CN(Cc1cnc2nc(N)c(c(N)c2n1)[N+](=O)[O-])c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O"
207115,"C[C@@H]1S(=O)(=O)C[C@H](CS1(=O)=O)NC(=O)N(CCCl)N=O"
207116,"CCN(CC)P(=O)(Cl)N(CCCl)CCCl"
207117,"OOC1CCOP(=O)(NCCCl)N1CCCl"
207118,"CN1CC[N+](=N1)c2[nH]cnc2C(=O)N"
207119,"CNCC(=O)Nc1ccc(NC(=O)CNC)cc1"
207120,"Clc1ccc(\C=N\N2CCOC2=O)cc1"
207121,"O=C(N1CC2OC2C1)C(=O)N3CC4OC4C3"
207122,"CC(=O)Nc1cc(N)cc(NC(=O)C)c1"
207123,"O=C1N(C(=O)c2ccccc12)c3cc(OCc4ccccc4)cc(OCc5ccccc5)c3"
207283,"O=C1NCCC/C/1=N/Nc2ccccc2"
207409,"ClCCS(=O)(=O)c1ccccc1"
207418,"CN1C(=O)N(C)c2c(ncn2CC(O)COc3ccccc3)C1=O"
207421,"ClCCS(=O)c1ccccc1"
207442,"Cc1cc2cccc[n+]2cc1C"
207615,"C(NCC1C(C1c2ccccc2)c3ccccc3)C(Cc4ccccc4)c5ccccc5"
207616,"CCN(CCO)CC1C(C1c2ccccc2)c3ccccc3"
207617,"CN(CCO)CC1C(C1c2ccccc2)c3ccccc3"
207618,"CC(C)(C)N(CCO)CC1C(C1c2ccccc2)c3ccccc3"
207619,"ClCCN(CC1C(C1c2ccccc2)c3ccccc3)C4CCCCC4"
207620,"OCCN(CC1C(C1c2ccccc2)c3ccccc3)C4CCCCC4"
207621,"C(C1C(C1c2ccccc2)c3ccccc3)N4CCCCCC4"
207622,"CC(C)(C)NCC1C(C1c2ccccc2)c3ccccc3"
207623,"CC(C)N(CCO)CC1C(C1c2ccccc2)c3ccccc3"
207624,"CCN(CCCl)CC1C(C1c2ccccc2)c3ccccc3"
207625,"CN(CCCl)CC1C(C1c2ccccc2)c3ccccc3"
207626,"CNCCC(=O)NCC1C(C1c2ccccc2)c3ccccc3"
207627,"NCCCNCC1C(C1c2ccccc2)c3ccccc3"
207628,"CNCCCNCC1C(C1c2ccccc2)c3ccccc3"
207629,"CN(CC1C(C1c2ccccc2)c3ccccc3)CC(=O)O"
207630,"CNCCCNCC1C(C1c2ccccc2)c3ccccc3"
207631,"OC1CC2CCC(C1)N2CC(=O)NCC3C(C3c4ccccc4)c5ccccc5"
207632,"CN1CCN(CC1)C(=O)C2C(C2c3ccc(Cl)c(Cl)c3)c4ccccc4"
207633,"CN1CCN(CC1)C(=O)C2C(C2c3ccc(Cl)c(Cl)c3)c4ccccc4"
207634,"CN1CCN(CC1)C(=O)C2C(C2c3cccc(c3)C(F)(F)F)c4ccccc4"
207635,"CCOC(=O)C1C(C1c2ccc(C)cc2)c3ccccc3"
207636,"Cc1ccc(cc1)C2C(C2c3ccccc3)C(=O)O"
207637,"CNC(=O)C1C(C1c2ccc(C)cc2)c3ccccc3"
207638,"CN1CCN(CC1)C(=O)C2C(C2c3ccc(C)cc3)c4ccccc4"
207639,"CNC(=O)C1C(C1c2ccc(OC)cc2)c3ccc(OC)cc3"
207640,"CNCC1C(C1c2ccc(OC)cc2)c3ccc(OC)cc3"
207641,"COc1ccc(cc1)C2C(C2c3ccc(OC)cc3)C(=O)N4CCN(C)CC4"
207642,"CCNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207643,"NC(=O)C1C(C1c2ccccc2)c3ccccc3"
207644,"CN(C)CCCNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207645,"CNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207646,"OCCCNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207647,"ClCCCNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207648,"CCN(CC)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207649,"CNC(=O)C1C(C1c2ccccc2)c3ccccc3"
207650,"O=C(NC1CCCCC1)C2C(C2c3ccccc3)c4ccccc4"
207651,"O=C(NC1C(C1c2ccccc2)c3ccccc3)C4C(C4c5ccccc5)c6ccccc6"
207652,"CC(C)NC(=O)C1C(C1c2ccccc2)c3ccccc3"
207653,"CCN(CC1C(C1c2ccccc2)c3ccccc3)C(=O)C4C(C4c5ccccc5)c6ccccc6"
207654,"CN(CCNC(=O)C1C(C1c2ccccc2)c3ccccc3)Cc4ccccc4"
207655,"CCN(CC)CCN(C)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207656,"CN(C)CCN(C)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207657,"CCN(CC)CCN(CC)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207658,"OCCN(Cc1ccccc1)C(=O)C2C(C2c3ccccc3)c4ccccc4"
207659,"CCN(CCO)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207660,"CN(CCO)C(=O)C1C(C1c2ccccc2)c3ccccc3"
207661,"CC(C)(C)NC(=O)C1C(C1c2ccccc2)c3ccccc3"
207662,"OCCN(C(=O)C1C(C1c2ccccc2)c3ccccc3)c4ccccc4"
207663,"ClCCN(Cc1ccccc1)C(=O)C2C(C2c3ccccc3)c4ccccc4"
207664,"CN(CCNC(=O)C1C(C1c2ccccc2)c3ccccc3)C(=O)C4C(C4c5ccccc5)c6ccccc6"
207716,"CC[N+](C)(C)CCCOC(=O)C12CC3CC(CC(C3)C1)C2"
207717,"CC[N+](C)(C)CCCNC(=O)C12CC3CC(CC(C3)C1)C2"
207718,"CC(C)CN(OC(=O)c1ccccc1)[N+](=O)[O-]"
207719,"CC(N(N=O)C(=O)c1ccc2ccccc2c1)c3ccccc3"
207720,"COc1ccc(cc1)C(N(N=O)C(=O)c2ccccc2)c3ccccc3"
207721,"Clc1ccc(cc1)C(N(N=O)C(=O)c2ccccc2)c3ccccc3"
207722,"CC(C)C(=O)NC(Cc1ccccc1)C(=O)N(Cc2ccccc2)N=O"
207723,"CC(N(NC(=O)C)N=O)c1ccccc1"
207724,"O\C=C(/Cl)\C(=O)Nc1ccccc1"
207725,"Nc1ccc2c3cc(c(N)cc3S(=O)(=O)c2c1)S(=O)(=O)O"
207726,"COc1ccc(CC(=S)N2CCOCC2)cc1"
207797,"CNC(=O)C1=NC(=C(C)NC1=O)C"
207798,"Cn1cc(\C=C/C(=O)O)c2nccnc12"
207799,"Cc1c[nH]c2nccnc12"
207800,""
207801,"[Cl-].[Cl-].C[n+]1c(c2ccc(Cl)cc2Cl)c3cc(N)ccc3c4ccccc14"
207802,"[Cl-].[Cl-].C[n+]1c(c2ccc(Cl)c(Cl)c2)c3cc(N)ccc3c4ccccc14"
207803,"c1ccc(cc1)c2cc3ccncc3c4ccccc24"
207804,"C[n+]1c(c2cccc3ccccc23)c4cc(ccc4c5ccccc15)[N+](=O)[O-]"
207805,"CCN(CC)\C=C\C=C"
207806,"CC(=O)\C(=C\C=O)\C"
207807,"CN(C)Cc1cccc(c1)[N+](=O)[O-]"
207808,"CN(C)Cc1ccc(N)cc1"
207809,"CN(C)Cc1cccc(N)c1"
207810,"CC(C)SC=O"
207811,"Clc1ccc(cc1)c2cc(s[s+]2)N3CCN(CC3)c4cc([s+]s4)c5ccc(Cl)cc5"
207812,"OC(=O)CSc1cc([s+]s1)c2ccc(Cl)cc2"
207813,"CCOC1=NC(=O)N(CC(=O)\N=C/2\SSC(=C2)c3ccc(Cl)cc3)C=C1"
207814,"SCC(=O)CS"
207815,"ClN1C(=O)NC(C1=O)(c2cccs2)c3cccs3"
207816,"SC(=CC(=O)c1cccs1)S"
207817,"O=C1NC(=O)C(N1)(c2cccs2)c3cccs3"
207830,"O[N+](=O)[O-].[O-][N+](=O)[Co+3]12(NCCN1)(NCCN2)[N+](=O)[O-]"
207831,"CSCC#N"
207832,"CS(=O)(=O)CC#N"
207833,"[Zn+2].CCC(C)OP(=S)(S)OC(C)CC"
207834,"NC(=S)Nc1ccccc1[N+](=O)[O-]"
207835,"CCCCN1C(=NNC1=S)N"
207836,"S=C(NCCSC(=S)Nc1ccccc1)Nc2ccccc2"
207837,"O=C(NCCSC(=O)Nc1ccccc1)Nc2ccccc2"
207838,"SCCNC(=O)Nc1ccccc1"
207839,"OC(=O)CS(=O)(=O)Cc1ccccc1"
207846,"COC(OC)C1(O)CC(OC(=O)N1)C(C)C"
207847,"COC(OC)C1(O)CC(OC(=O)N1)C(C)\C=C(\C)/C(CC(=O)N(C)c2ccccc2)OCc3ccccc3"
207848,"Clc1ccc(NC(=O)c2occc2)cc1Cl"
207849,"Clc1ccc(NC(=O)C(Cl)(Cl)Cl)cc1Cl"
207850,"CCCCNC(=O)NCCc1ccc(OC)c(OC)c1"
207851,"CNC(=O)N(C1CCCCC1)C2CCCCC2"
207852,"CNC(=O)OCCOc1ccccc1"
207853,"Cc1cc(C)c(NC(=O)CC#N)cc1C"
207854,"CCOC(=O)Cc1nc2ccccc2[nH]1"
207855,"Cc1ccc(NC2=NCCS2)c(C)c1"
207859,"CCOC(=O)c1ccc[n+]([O-])c1"
207860,"S=C1N=CNc2ccccc12"
207861,"CNC(=O)c1ccccc1N"
207862,"Nc1cccc2C=C\C(=N\N=C\c3ccccc3O)\Nc12"
207863,"CCc1c(CNc2ccc(Cl)c(Cl)c2)ccc3nc(N)nc(N)c13"
207864,"CN1C(=O)NC2=C1C(=O)N=C(N)N2"
207865,"Cc1cc(C)c(c(C)c1)c2c(O)c(Br)c(C)c(O)c2Br"
207866,"CC(C)(O)CCS"
207867,"CCOC(=O)C(NC)C(=O)OCC"
207868,"CCOC(=O)C1N(C)C(=O)NC1=O"
207869,"Cc1cc(C)c(cc1F)[N+](=O)[O-]"
207870,"Cc1cc(C)c(F)cc1N"
207871,"Nc1cc(Cl)c2ncn(C3OC(CO)C(O)C3O)c2n1"
207872,"CC(=CCNc1ncnc2c1c(cn2C3OC(CO)C(O)C3O)C(=O)N)C"
207873,"NC(=O)c1cn(C2OC(CO)C(O)C2O)c3ncn4ccnc4c13"
207874,"CCSC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)SCC"
207875,"Cc1ccc(cc1)S(=O)(=O)OCCN2C(=O)NC(C2=O)(c3ccccc3)c4ccccc4"
207876,"NC(=O)c1ccc[n+](CCO)c1"
207877,"CCSC1=C(SCC)C(=O)C(=C(SCC)C1=O)SCC"
207880,"[W+2].CC[C@@H]1[C@H](Cc2cncn2C)COC1=O"
207883,"O=C(CSc1ccccc1)NCc2cnccn2"
207884,"C(Sc1ccccc1)c2ncc3cnccn23"
207885,"O=S(Cc1ncc2cnccn12)c3ccccc3"
207886,"Clc1nc(Cl)n2c(Cl)cncc12"
207887,"O=C(CC#N)NCc1cnccn1"
207888,"CCCCN(CCCC)C(=O)C1CN(C#N)C2Cc3c[nH]c4cccc(C2=C1)c34"
207889,"Cc1sc2NCCCC(=O)c2c1c3ccccc3"
207890,"CCOC(=O)c1c(N)[nH]c(SSc2[nH]c(N)c(C(=O)OCC)c2C(=O)OCC)c1C(=O)OCC"
207891,"CCOC(=O)c1c(NC(=O)C(F)(F)F)[nH]c(SSc2[nH]c(NC(=O)C(F)(F)F)c(C(=O)OCC)c2C(=O)OCC)c1C(=O)OCC"
207893,"CC(CCF)C(N)C(=O)O.CC(CCF)C(N)C(=O)O"
207894,"CC(CCF)C(N)C(=O)O.CC(CCF)C(N)C(=O)O"
207895,"CN1CCN(CC1)c2ccc(c3no[n+]([O-])c23)[N+](=O)[O-]"
207896,"CNC(=S)N\N=C\CSC\C=N\NC(=S)NC"
207897,"CNC1=N[N+]2=CCCCC2(C)S1"
207898,"CNC1=N[N+]2=CCSCC2(C)S1"
207931,"NC(CC(O)C(=O)O)C(=O)O.NC(CC(O)C(=O)O)C(=O)O.NC(CC(O)C(=O)O)C(=O)O.NC(CC(O)C(=O)O)C(=O)O"
207939,"C1Cc2[nH]cnc2CN1"
207940,"CN1CSCC1C(=O)O"
207941,"OC(=O)C1CSC2(CCCCC2)N1"
207942,"CCC1(C)NC(CS1)C(=O)O"
207943,"CC1NCCc2[nH]cnc12"
208107,"CN(C)\N=N\c1ccc(cc1)C(=O)O"
208394,"COC1\C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C)c(\C=N\N5CC(C)(C)N(Cc6ccccc6)CC5(C)C)c(O)c4c3C2=O"
208395,"COC1\C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C)c(\C=N\NC5OC(COC(=O)c6ccccc6)C(OC(=O)c7ccccc7)C5OC(=O)c8ccccc8)c(O)c4c3C2=O"
208396,"COC1\C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C)c(\C=N\N5C(C)CN(Cc6cccc(OC)c6)CC5C)c(O)c4c3C2=O"
208397,"COC1\C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C)c(\C=N\N(C)C5OC(COC(=O)c6ccccc6)C(OC(=O)c7ccccc7)C5OC(=O)c8ccccc8)c(O)c4c3C2=O"
208398,"CC1CN(Cc2ccccc2)CC(C)N1"
208399,"CC1CN(Cc2ccccc2)CC(C)N1C(=O)c3ccccc3"
208400,"CC1(C)CN(Cc2ccccc2)C(C)(C)CN1N"
208401,"CC1CN(C(C)CN1)c2ccc(cc2)[N+](=O)[O-]"
208402,"CC1(C)CN(Cc2ccccc2)C(C)(C)CN1"
208403,"CC(C)(C)OC(=O)NOc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]"
208408,"Cc1ccc(Nc2c3ccccc3nc4ccccc24)c(C)c1"
208409,"[N-]=[N+]=Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2"
208410,"Cc1ccnc(NS(=O)(=O)c2ccc(cc2)N=[N+]=[N-])n1"
208411,"CN(CC#CCOc1ccc(Cl)cc1)c2ccccc2"
208412,"CCn1c(COc2ccc(Cl)cc2Cl)c(COC(=O)c3cccc(Cl)c3)c4ccccc14"
208413,"OC(=O)CNCCN1CC(=O)N(Cc2ccccc2)C1=S"
208414,"OC(=O)CNCCN1CC(=O)N(C1=S)c2ccccc2"
208416,"N#CC(N1CCOCC1)c2ccccn2"
208417,"CC(O)Cc1cccc(C)n1"
208418,"CC(O)CC1CCCC(C)N1"
208419,"CCCCCCCCOC(=O)CCCc1ccc(cc1)N(CCCl)CCCl"
208420,"CCCCCCOC(=O)CCCc1ccc(cc1)N(CCCl)CCCl"
208421,"CC(C)COC(=O)CCCc1ccc(cc1)N(CCCl)CCCl"
208422,"CCCCCNc1ncnc2c(C)n[nH]c12"
208423,"CC1(C)C2CC34CCCN3C(=O)C2(CC15Nc6ccccc6C5=O)NC4=O"
208642,""
208645,""
208646,"CN\N=C\c1ccc(cc1)C(=O)NC(C)C"
208647,"Oc1cc(O)cc(c1)N2C(=O)c3ccccc3C2=O"
208648,"[O-][N+](=O)c1ccc(cc1)C(=O)\C=C\c2ccnc3ccccc23"
208649,"NCCCCC(N)C(=O)NC(CCCNC(=N)N)C(=O)O"
208652,"Nc1nc(N)c2c(Cl)c(CNc3ccc(Cl)c(Cl)c3)ccc2n1"
208659,"Cc1cc2nc(N)[nH]c2cc1C"
208678,"CC(Br)C(=O)c1ccc2ncccc2c1"
208681,"COC(=O)c1ccccc1NN=Nc2ccccc2C(=O)OC"
208696,"CC1=[N+]([O-])[N+](=C(C1=O)c2ccccc2)[O-]"
208697,"N\C(=N/O)\c1cccnc1"
208698,"CC(=O)n1ncc2ccc(cc12)[N+](=O)[O-]"
208699,"CC(=O)n1ncc2ccc(N)cc12"
208700,"Nc1ccc2cn[nH]c2c1"
208701,"CC(=O)Nc1ccc2cnn(C(=O)C)c2c1"
208702,"BrC1\C(=C\c2ccccc2)\C(=O)c3ccccc13"
208703,"COC(=O)C(=O)CC(=O)c1ccccc1"
208704,"COC(=O)C(=O)CC(=O)c1cccc(C)c1"
208705,"COC(=O)C(=O)CC(=O)c1ccc(C)cc1"
208706,"COC(=O)C(=O)CC(=O)c1cccc(OC)c1"
208707,"COC(=O)C(=O)CC(=O)c1ccc(OC)cc1"
208708,"COC(=O)C(=O)CC(=O)c1cccc(c1)[N+](=O)[O-]"
208709,"COC(=O)C(=O)CC(=O)c1ccc(cc1)[N+](=O)[O-]"
208710,"COC(=O)C(=O)CC(=O)c1ccc(Cl)cc1"
208711,"COC(=O)C(=O)CC(=O)c1cccc(Cl)c1"
208712,"CS\C(=C/C(=O)c1ccccc1)\C(=O)O"
208713,"NC(Cc1c[nH]c(F)n1)C(=O)O"
208714,"NC(Cc1[nH]cnc1F)C(=O)O"
208715,"OC(=O)\C=C\c1c[nH]c(F)n1"
208716,"NC(=O)c1nc[nH]c1F"
208717,"NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1F"
208718,"Fc1c[nH]cn1"
208719,"Cc1nc(F)sc1CCO"
208722,"COc1cccc2c(O)cc(C)nc12"
208723,"CCN(CC)Cc1c(C)nc2c(OC)cccc2c1O"
208724,"COc1cccc2c(Cl)c(CCl)c(C)nc12"
208725,"CCOC(=O)\C=C(/C)\Nc1ccc(NC(=O)C)cc1"
208726,"CC(=O)Nc1ccc2NC(=CC(=O)c2c1)C"
208727,"CC1=CC(=O)c2cc(N)ccc2N1"
208728,"CN(C)c1ccc2NC(=CC(=O)c2c1)C"
208729,"CCN(CC)Cc1c(C)nc2ccc(cc2c1O)N(C)C"
208730,"Cc1cc(O)c2C(=O)C=C(C(=O)c2c1)c3c(C)cc4C(=O)C=CC(=O)c4c3O"
208731,"Cc1cc(O)c2C(=O)C=CC(=O)c2c1c3c(C)cc4C(=O)C=CC(=O)c4c3O"
208732,"CC1=CC(=O)c2c(O)ccc(O)c2C1=O"
208733,"Cc1cc(O)c2C(=O)C=CC(=O)c2c1"
208734,"CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5[C@H]1C(=O)OC"
208735,"CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC4OC5CC(=O)C(C)OC5OC4C(C)O3)C(C)O2)N(C)C)c6c(O)c7C(=O)c8c(O)cccc8C(=O)c7cc6[C@H]1C(=O)OC"
208736,"CC(=O)n1cc(C2CC(=O)OC3=C2C(=O)c4ccccc34)c5ccccc15"
208737,"COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)\C(=N\NC(=O)c6ccccc6)\C"
208738,"CN(C)CCCNc1ccc(O)c2C(=O)c3ccccc3C(=O)c12"
208739,"Cc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O"
208740,"[O-][N+](=O)c1ccc2c3ccccc3nc(c4cc(Cl)cc(Cl)c4)c2c1"
208741,"NC(=N)N\N=C\c1ccc(s1)[N+](=O)[O-]"
208742,"NC(=S)N\N=C\c1ccc(s1)[N+](=O)[O-]"
208743,"OC(=O)c1occ(Cl)c1Cl"
208744,"NC(=O)NN=C1CSSC1"
208745,"ON=C1CSSC1"
208746,"NC(=S)NN=C1CSSC1"
208747,"NC(CSCc1ccccc1)CSCc2ccccc2"
208748,"O=C1NC(=O)C(CSCc2ccccc2)(CSCc3ccccc3)N1"
208749,"ON=C(CSCc1ccccc1)CSCc2ccccc2"
208751,"NC(=O)NC(C1CCC1)(C(=O)O)c2ccccc2"
208752,"CC1=C(C)C(=O)c2c(OC(=O)c3ccccc3)ccc(OC(=O)c4ccccc4)c2C1=O"
208753,"COc1ccc(cc1OC)C(=O)Nc2cc(C)c(cc2OC)[N+](=O)[O-]"
208754,"COc1ccc(CNc2cc(C)c(cc2OC)[N+](=O)[O-])cc1OC"
208755,"COc1ccc(OC)c2C(=O)CC(C)c12"
208756,"COc1ccc(CN(C(=O)C)c2cc(C)c(cc2OC)[N+](=O)[O-])cc1OC"
208757,"COc1cc(C=O)ccc1OCc2ccccc2"
208758,"OC1=C(C(CC(=O)c2ccccc2)c3ccccc3)C(=O)Oc4ccccc14"
208759,"COc1ccc(cc1OC)C(CC(=O)c2ccc3OCOc3c2)C4=C(O)c5ccccc5OC4=O"
208760,"COc1ccc(cc1OC)C(=O)CC(C2=C(O)c3ccccc3OC2=O)c4ccc5OCOc5c4"
208761,"COc1ccc(\C=C\C(=O)c2ccc3cc(OC)c(OC)cc3c2)cc1OC"
208762,"O=C1Oc2ccccc2C3=C1C(C=C(O3)c4ccccc4)c5ccccc5"
208763,"COc1ccc(cc1OC)C(Br)C(Br)C(=O)c2ccc3OCOc3c2"
208764,"O\N=C(/CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3)\c4ccccc4"
208765,"NC(=N)Nc1ccc(cc1)S(=O)(=O)O"
208766,"COc1cc(N)ccc1C(=O)O"
208767,"COc1ccc(cc1OC)C(CC(=O)c2ccc(OC)c(OC)c2)C3=C(O)c4ccccc4OC3=O"
208768,"CCN(CC)CCCC(C)NC\C=C\CNC(C)CCCN(CC)CC"
208769,"CCOC(=O)C(NC(=O)C)(C(C)C(O)c1ccc(OC)c(OC)c1O)C(=O)OCC"
208821,"Cl.Cl.[Rh].C\C(=N/O)\C(=N\O)\C.C\C(=N/O)\C(=N\O)\C"
208822,"[O-][N+]1=CC=[N+]([O-])[Rh]12(Cl)(Cl)[N+](=CC=[N+]2[O-])[O-]"
208823,"Cl.[Rh].C\C(=N/O)\C(=N\O)\C.C\C(=N/O)\C(=N\O)\C.NC(=S)N"
208824,"C.O.[Co].C\C(=N/O)\C(=N\O)\C.C\C(=N/O)\C(=N\O)\C"
208825,"CN(CCc1ccccc1)N=Nc2nc[nH]c2C(=O)N"
208826,"CCCCCCCCN(C)N=Nc1[nH]cnc1C(=O)N"
208827,"CN(N=Nc1ccc(C)cc1)C(=O)C"
208829,"FC1=C(N2CC2)C(=O)C(=C(N3CC3)C1=O)F"
208830,"CC1CN1C2=C(F)C(=O)C(=C(F)C2=O)N3CC3C"
208831,"CC1(C)CN1C2=C(F)C(=O)C(=C(F)C2=O)N3CC3(C)C"
208832,"Cc1nc2ccc(O)cc2cc1CO"
208833,"CN(CC1=NC2=C(NC1)NC(=NC2=S)N)c3ccc(cc3)C(=O)O"
208834,"OC(=O)C(NC(=O)N(CCCl)N=O)C1CCCCC1"
208835,"CSCC1OC(C(O)C1O)n2cnc3c(N)ncnc23"
208836,"COC1OC(CO)C(O)C1n2cnc3c(SC)ncnc23"
208837,"Nc1nc2nc[nH]c2c(Cl)c1Br"
208839,"CSCC1OC(C(OCc2ccccc2)C1OCc3ccccc3)n4cnc5c(N)ncnc45"
208840,"COC1OC(Nc2ncnc(Cl)c2N)C(CO)C1O"
208841,"OC1CCOP(=O)(NCCCl)N1CCCl"
208842,"ClCCNP1(=O)OCCC(=O)N1CCCl"
208843,"CNN1CCOC1=O"
208844,"ClCC\N=C\c1ccc(Cl)cc1"
208845,"CCOC(CCl)[N+](C)(C)C"
208846,"CN(C)Cc1cc(Cl)ccc1O"
208847,"CN(C)Cc1cc(Cl)cc(CN(C)C)c1O"
208848,"C(OCc1ccccc1)c2oc(cc2)C3N(CCN3c4ccccc4)c5ccccc5"
208849,"CC1(CC1(Br)Br)c2ccccc2"
208850,"Cc1ccc(cc1)S(=O)(=O)O\N=C(\C#N)/c2ccccc2"
208851,"CC12C3CCC(C3)C1COC2=O"
208852,"COc1ccc(OC)c(c1)C2=CSC(=O)S2"
208853,"COc1ccc2C(=O)C(SCc2c1)c3ccccc3"
208854,"c1ccc2c[s+]ccc2c1"
208855,"O=C1C(CSc2ccccc12)c3ccccc3"
208856,"OC(=O)CSCC(=C)c1ccccc1"
208857,"NC(=O)CSCC(=C)c1ccccc1"
208858,"C\C(=C\C(=O)c1ccccc1)\c2ccccc2"
208859,"C[S+]1CC=Cc2ccccc12"
208860,"c1ccc(cc1)c2ccc3ccccc3[s+]2"
208861,"OC(=O)CSCC=C"
208862,"CS(=C(C(=O)c1ccccc1)\C(=C\C(=O)c2ccccc2)\c3ccccc3)C"
208863,"OC(=O)CC(Sc1ccccc1)c2ccccc2"
208864,"COc1ccc2cc([s+]cc2c1)c3ccccc3"
208865,"Clc1ccc(cc1)c2[s+]ccc3ccccc23"
208866,"C[S+]1c2ccccc2Cc3ccccc13"
208867,"C[S+]1CC(=Cc2ccccc12)c3ccccc3"
208868,"C\C(=C\c1cccs1)\C(=O)O"
208869,"C1=Cc2ccccc2C([S+]1c3ccccc3)c4ccccc4"
208870,"C\C(=C\c1cccs1)\C(=O)c2ccccc2"
208871,"C[S+]1C=Cc2ccccc2C1c3ccccc3"
208872,"O=C1CSCC(=C1)c2ccccc2"
208873,"C1Sc2ccccc2c3ccccc13"
208874,"Clc1ccc(cc1)C2SC=Cc3ccccc23"
208875,"O=C1CC(Sc2ccccc12)c3ccccc3"
208876,"COc1ccc2C=C(SCc2c1)c3ccccc3"
208877,"O=C1CCCC/C/1=C\Sc2ccccc2"
208878,"O=C1CSCc2ccccc12"
208879,"OC\C=C\c1cccs1"
208880,"S1C=Cc2ccccc2C1c3ccccc3"
208881,"ClC(=O)CSCC=C"
208882,"C[S+]1C=Cc2ccccc2C1c3ccc(Cl)cc3"
208883,"COc1ccc2C=C[S+](C)Cc2c1"
208884,"c1ccc2c(c1)c[s+]c3ccccc23"
208885,"COc1ccc2C=C([S+](C)C(c3ccccc3)c2c1)c4ccccc4"
208886,"Cc1ccc(cc1)S(=O)(=O)OCCC2=CCC3CC2C3(C)C"
208887,"O=C1SC=C(S1)c2ccccc2"
208888,"O=C1SC=C(S1)c2ccc(cc2)c3ccccc3"
208889,"Brc1ccc(cc1)C2=CSC(=O)S2"
208890,"FC(F)(F)c1ccc(cc1)C2=CSC(=O)S2"
208891,"[O-][N+](=O)c1ccc(cc1)C2=CSC(=O)S2"
208892,"O=C1SC2=C(CCCC2)S1"
208893,"CC(C)OC(=S)SCC(=O)c1ccccc1"
208894,"CC(C)OC(=S)SCC(=O)c1ccc(cc1)c2ccccc2"
208895,"CCOC(=S)SCC(=O)c1ccc(Br)cc1"
208896,"CC(C)OC(=S)SCC(=O)c1ccc(cc1)C(F)(F)F"
208897,"COc1ccc(OC)c(c1)C(=O)CSC(=S)OC(C)C"
208898,"CC(C)OC(=S)SCC(=O)c1ccc(cc1)[N+](=O)[O-]"
