NSC,SMILES
79615,"CCOC(=O)c1cnc(nc1)S(=O)(=O)C"
79616,"CCOC(=O)c1cnc(nc1)N(C)C"
79617,"Nc1nc(N)c(C#N)c(Nc2ccccc2)n1"
79618,"CCOC(=O)NC1=C(Cl)NC(=O)N(C)C1=O"
79619,"CCCC1OCCN1C"
79620,"CCCCCCCCN1CCOC1CC"
79621,"CCOC(=O)c1ccc(C)[n+](c1)C2OC(COC(=O)c3ccccc3)C(OC(=O)c4ccccc4)C2OC(=O)c5ccccc5"
79622,"NC(=O)c1cnc(N)nc1"
79623,"CCOC(=O)c1cnc[n+](c1)C2OC(COC(=O)c3ccccc3)C(OC(=O)c4ccccc4)C2OC(=O)c5ccccc5"
79624,"CCOC(=O)c1ccc(N)[n+](c1)C2OC(COC(=O)c3ccccc3)C(OC(=O)c4ccccc4)C2OC(=O)c5ccccc5"
79625,"COc1cc(N)c(N)cc1OC"
79629,"Cc1nnc(NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(N)nc3N)s1"
79632,"O=C1NC2(CCCCC2)NC13CCCCC3"
79633,"Cc1c([nH]c2ccccc12)C(C)(c3ccccc3)c4ccccc4"
79634,"Brc1c(Br)c(Br)c2c(Br)c([nH]c2c1Br)c3ccccc3"
79635,"Brc1cc2N=C(c3ccccc3)C(Br)(Br)c2c(Br)c1Br"
79636,"Brc1cc2[nH]c(c(Br)c2c(Br)c1Br)c3ccccc3"
79637,"OC(=O)c1c(Br)c(Br)c(Br)c(Br)c1NC(=O)c2ccccc2"
79638,"OC(=O)c1c(Br)c(Br)c(Br)cc1NC(=O)c2ccccc2"
79639,"CC(=O)c1ccccc1NC(=O)C(C)(c2ccccc2)c3ccccc3"
79640,"COc1cc2CCN(C)[C@@H]3Cc4ccc(COc5c(O)c6C(=NCCc6cc5OC)Cc7ccc(Oc(c1OC)c23)cc7)cc4"
79644,"CCOC(=O)CNC(=O)CBr"
79645,"CCOC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)\C=C\N(CCCl)CCCl"
79646,"COC(=O)C(Cc1ccccc1)NC(=O)\C=C\N(CCCl)CCCl"
79647,"CCN(CC)B1N(C)CCCN1C"
79648,"CCN(CC)B1OCCO1"
79649,"CCN(CC)B1OCCCO1"
79650,"BrCCN(N=O)C(=O)Nc1ccccc1"
79651,"BrCCNC(=O)Nc1ccccc1"
79652,"ClCCNC(=O)Nc1cccc2ccccc12"
79653,"CN(N=O)C(=O)NC1CCCCC1"
79654,"O=NN(CCC#N)C(=O)Nc1ccccc1"
79655,"O=C(Nc1cccc2ccccc12)N3CC3"
79656,"CCNC(=O)c1nsnc1NC(=O)N"
79657,"NC(=O)Nc1nsnc1C(=O)NCc2ccccc2"
79658,"Cc1cnc2nc(N)nc(N)c2n1"
79659,"CC(=O)OC1CC(CC1C(=O)O)C(=O)O"
79660,"COc1cc(CN(CCF)CCF)cc(OC)c1"
79661,"ClCCN1CCO/C/1=N/c2ccccc2"
79662,"COc1cc(cc(OC)c1OC)C(=O)N(CCF)CCF"
79663,"COC(=O)CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3"
79664,"Oc1ccc(cc1)C2(CCCCC2=O)c3ccc(O)cc3"
79665,"Clc1ncnc2c1ncn2CCC#N"
79666,"S=C1N=CNc2c1ncn2CCC#N"
79667,"OC(=O)CCn1cnc2C(=O)N=CNc12"
79668,"Nc1ncnc2c1ncn2CCC#N"
79669,"CC1=C(CCC#N)C(=O)N=C(N)N1"
79670,"CC1=C(CCC(=O)O)C(=O)N=C(N)N1"
79671,"NCC(=O)Nc1ccc(O)c(c1)C(=O)O"
79672,"Nc1ncc(C(=O)O)c(n1)c2ccccc2"
79673,"CCOC(=O)C(CCC1OCCO1)C(=O)C"
79674,"CCOC(=O)c1cnc(N)nc1c2ccccc2"
79675,"CCOC(=O)c1ccc(NC(=O)Cn2cnc3c(Cl)ncnc23)cc1"
79676,"BrCCN(CCBr)C(=O)c1ccccc1"
79677,"CCOc1ccc(CN(CCCl)CCCl)cc1"
79678,"CCOc1ccc(cc1)C(=O)N(CCCl)CCCl"
79679,"FC(F)(F)C(F)(F)C(F)(F)CN(CCCl)CCCl"
79680,"ClCCN(CCCl)C(=O)c1cc(C(=O)N(CCCl)CCCl)c(cc1C(=O)N(CCCl)CCCl)C(=O)N(CCCl)CCCl"
79681,"ClCCN(CCCl)Cc1cc(CN(CCCl)CCCl)c(CN(CCCl)CCCl)cc1CN(CCCl)CCCl"
79682,"CC(C)(CC(=O)N(CCCl)CCCl)CC(=O)N(CCCl)CCCl"
79683,"Fc1cccc(CN(CCCl)CCCl)c1"
79684,"COc1ccc(OCCN(CCCl)CCCl)cc1"
79685,"BrCCN(CCBr)Cc1ccc2OCOc2c1"
79686,"OC(=O)C1C2NC(\C=C\c3ccccc3)C(C=C2)C1C(=O)O"
79687,"Oc1ccc2C(=CC(=O)Oc2c1)CC(=O)N\N=C\c3ccc(cc3)N(CCCl)CCCl"
79688,"Cc1cc(ccc1\C=N\NC(=O)CC2=CC(=O)Oc3cc(O)ccc23)N(CCCl)CCCl"
79689,"ClCCN(CCCl)c1ccc(\C=C\c2cc(\C=C\c3ccc(cc3)N(CCCl)CCCl)ncn2)cc1"
79690,"Cc1cc(ccc1\C=C\c2cc(\C=C\c3ccc(cc3C)N(CCCl)CCCl)ncn2)N(CCCl)CCCl"
79691,"ClCCN(CCCl)c1ccc(\C=C\c2cc(\C=C\c3ccc(cc3)N(CCCl)CCCl)nc(\C=C\c4ccc(cc4)N(CCCl)CCCl)n2)cc1"
79692,"CCC(C)(C)c1ccc(O)c(CN(CCO)CCO)c1"
79693,"CCC(C)(C)c1ccc(O)c(CN(CC(C)O)CC(C)O)c1"
79694,"CC(O)CN(CC(C)O)Cc1cc(OCc2ccccc2)ccc1O"
79695,"CCC(C)(C)c1ccc(O)c(CN(CC(C)Cl)CC(C)Cl)c1"
79696,"CCC(C)(C)c1ccc(O)c(CN(CCCl)CCCl)c1"
79697,"CC(C)(C)c1ccc(O)c(CN(CCCl)CCCl)c1"
79698,"CC(Cl)CN(CC(C)Cl)Cc1cc(ccc1O)C(C)(C)C"
79699,"Clc1ccc(CC2=CNC(=S)NC2=O)cc1"
79700,"Cc1ccc(CC2=CNC(=S)NC2=O)cc1"
79701,"BrC1=CC(=O)NNC1=O"
79702,"CC(=O)OC1=NNC(=O)C=C1"
79703,"NNC(=O)CC1=NNC(=O)C1"
79707,"CC(C)CC(C#N)C(=O)N"
79708,"NC(=O)C(Cc1ccccc1)C#N"
79709,"CCCCC(C#N)C(=O)N"
79710,"Oc1ccc2ccccc2c1N=Nc3ccc(cc3S(=O)(=O)O)N=Nc4ccc(cc4)S(=O)(=O)O"
79711,"Cc1cc(N)ccc1\N=N\c2ccc(\N=N\c3ccc4cc(cc(c4c3)S(=O)(=O)O)S(=O)(=O)O)c(C)c2"
79712,"[Na+].Nc1ccc(N=Nc2ccc(cc2)C(=O)O)c(N)c1N=Nc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O"
79713,"[Na+].Cc1cc(C)c(N=Nc2ccc(N)c(N=Nc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)c2N)c(c1)S(=O)(=O)O"
79714,"[Na+].Cc1ccc(N=Nc2c(N)c(C)cc(N=Nc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)c2N)c(c1)S(=O)(=O)O"
79715,"[Na+].Cc1ccc(cc1)N=Nc2cc(C)c(N)c(N=Nc3ccc(N=Nc4cc(C(=O)O)c(O)c(c4)S(=O)(=O)O)c(C)c3)c2N"
79716,"[Na+].Cc1cc(C)c(N=Nc2cc(C)c(N)c(N=Nc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)c2N)c(c1)S(=O)(=O)O"
79717,"Oc1ccc2cc(ccc2c1N=Nc3ccc(cc3)C(=O)Nc4ccc(cc4)N=Nc5ccc(cc5)S(=O)(=O)O)S(=O)(=O)O"
79718,"[Na+].Nc1c(cc(c2ccc(N=Nc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)c(O)c12)S(=O)(=O)O)N=Nc5cc(ccc5S(=O)(=O)O)S(=O)(=O)O"
79719,"Cc1cc(N)ccc1\N=N\c2ccc(\N=N\c3ccc(\N=N\c4ccc5cc(cc(c5c4)S(=O)(=O)O)S(=O)(=O)O)c(C)c3)c(C)c2"
79720,"[Na+].Nc1ccc(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)c(N)c1N=Nc5cccc(c5)C(=O)O"
79721,"[Na+].Cc1cc(NS(=O)(=O)c2ccc(cc2)N=Nc3cc(c4ccccc4c3O)S(=O)(=O)O)ccc1N=Nc5ccc6cc(cc(c6c5)S(=O)(=O)O)S(=O)(=O)O"
79722,"[Na+].Cc1cc(N=Nc2ccc(Sc3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)cc2)c(N)c(N=Nc5ccc(cc5)C(=O)O)c1N"
79723,"[Na+].Nc1c(N=Nc2ccc(cc2)[N+](=O)[O-])c(cc3cc(c(N=Nc4ccc(Sc5ccc(cc5)N=Nc6ccc(O)cc6)cc4)c(O)c13)S(=O)(=O)O)S(=O)(=O)O"
79724,"[Na+].Cc1cc(NC(=O)c2ccc(cc2)N=Nc3ccc4c(cccc4c3O)S(=O)(=O)O)ccc1N=Nc5ccc6cc(cc(c6c5)S(=O)(=O)O)S(=O)(=O)O"
79725,"[Na+].Cc1cc(NC(=O)c2ccc(cc2)N=Nc3cc(c4ccccc4c3O)S(=O)(=O)O)ccc1N=Nc5ccc6cc(cc(c6c5)S(=O)(=O)O)S(=O)(=O)O"
79726,"[Na+].Cc1cc(NC(=O)c2ccc(N)cc2)ccc1N=Nc3ccc(N=Nc4cc(cc5cc(cc(O)c45)S(=O)(=O)O)S(=O)(=O)O)c6ccccc36"
79727,"[Na+].Cc1cc(NC(=O)c2ccc(N)cc2)ccc1N=Nc3ccc(N=Nc4ccc5c(O)cc(cc5c4)S(=O)(=O)O)c6cc(ccc36)S(=O)(=O)O"
79728,"[Na+].CN(C)C(=O)c1ccc(cc1)N=Nc2c(N)c(cc(c2N)S(=O)(=O)O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5ccc(O)c(c5)C(=O)O"
79729,"[Na+].OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(O)c5ccc(Nc6ccccc6)cc5cc4S(=O)(=O)O"
79730,"[Na+].Cc1cc(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(O)c5c(N)c(N=Nc6cc(Cl)ccc6Cl)c(cc5cc4S(=O)(=O)O)S(=O)(=O)O)c(N)cc1N"
79731,"COc1cc(\N=N\c2ccc(\N=N\c3cc(ccc3S(=O)(=O)O)S(=O)(=O)O)c(C)c2)c(C)cc1\N=N\c4ccc(NC(=O)c5ccc(N)cc5)cc4C"
79732,"[Na+].Nc1ccc(N=Nc2ccc(cc2)C(=O)Nc3ccc4cc(ccc4c3)S(=O)(=O)O)c(N)c1N=Nc5ccc(cc5)N=Nc6ccc(O)c(c6)C(=O)O"
79733,"CC(=O)Nc1cc(\N=N\c2ccc(cc2C)\N=N\c3ccc(NC(=O)c4ccc(N)cc4)cc3C)c(cc1\N=N\c5ccc(cc5)C(=O)O)S(=O)(=O)O"
79734,"CC(=O)Nc1cc(\N=N\c2ccc(cc2C)\N=N\c3ccc(NC(=O)c4ccc(N)cc4)cc3C)c(cc1\N=N\c5cccc(c5)C(=O)O)S(=O)(=O)O"
79735,"COc1cc(\N=N\c2cc(C)c(cc2OC)\N=N\c3ccc(\N=N\c4cc(ccc4S(=O)(=O)O)S(=O)(=O)O)c(C)c3)c(C)cc1NC(=O)c5ccc(N)cc5"
79736,"[Na+].Nc1c(cc(c(N)c1N=Nc2ccc(cc2)c3ccccc3)S(=O)(=O)O)N=Nc4ccc(cc4)c5ccc(cc5)N=Nc6ccc(O)c(c6)C(=O)O"
79737,"[Na+].COc1cc(ccc1N=Nc2ccc(N)cc2C)c3ccc(N=Nc4c(O)c5c(N)c(N=Nc6ccc(cc6)[N+](=O)[O-])c(cc5cc4S(=O)(=O)O)S(=O)(=O)O)c(OC)c3"
79738,"COc1cc(\N=N\c2cc(NC(=O)C)c(cc2S(=O)(=O)O)\N=N\c3ccc(cc3)C(=O)O)c(C)cc1\N=N\c4ccc(NC(=O)c5ccc(N)cc5)cc4C"
79739,"[Na+].Nc1c(N=Nc2ccc(cc2)[N+](=O)[O-])c(cc3cc(c(N=Nc4ccc(cc4)c5ccc(cc5)N=Nc6ccc(O)c7cccc(c67)S(=O)(=O)O)c(O)c13)S(=O)(=O)O)S(=O)(=O)O"
79740,"[Na+].Nc1c(N=Nc2cccc(c2)[N+](=O)[O-])c(cc3cc(c(N=Nc4ccc(cc4)c5ccc(cc5)N=Nc6cc(c7ccccc7c6O)S(=O)(=O)O)c(O)c13)S(=O)(=O)O)S(=O)(=O)O"
79741,"Nc1c(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(O)ccc5cc(cc(c45)S(=O)(=O)O)S(=O)(=O)O)c(cc6cc(c(N=Nc7ccccc7)c(O)c16)S(=O)(=O)O)S(=O)(=O)O"
79742,"[Na+].Nc1ccc(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(O)c5c(N)c(N=Nc6cccc(c6)[N+](=O)[O-])c(cc5cc4S(=O)(=O)O)S(=O)(=O)O)c7cc(ccc17)S(=O)(=O)O"
79743,"[Na+].Nc1ccc(N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4c(O)c5c(N)c(N=Nc6ccc(cc6)[N+](=O)[O-])c(cc5cc4S(=O)(=O)O)S(=O)(=O)O)c7cc(ccc17)S(=O)(=O)O"
79744,"[Na+].Nc1ccc2cc(c(N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5c(O)c6c(N)c(N=Nc7cccc(c7)[N+](=O)[O-])c(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(O)c2c1)S(=O)(=O)O"
79745,"[Na+].Nc1c(ccc2c(cccc12)S(=O)(=O)O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5c(N)c6c(O)c(N=Nc7ccccc7)c(cc6cc5S(=O)(=O)O)S(=O)(=O)O"
79746,"Cc1cc(NC(=O)c2ccc(N)cc2)ccc1\N=N\c3ccc(\N=N\c4ccc(\N=N\c5ccc6cc(cc(c6c5)S(=O)(=O)O)S(=O)(=O)O)c(C)c4)c(C)c3"
79747,"COc1cc(\N=N\c2cc(C)c(cc2OC)\N=N\c3cc(NC(=O)C)c(cc3S(=O)(=O)O)\N=N\c4ccc(cc4)C(=O)O)c(C)cc1NC(=O)c5ccc(N)cc5"
79748,"COc1cc(\N=N\c2cc(OC)c(cc2OC)\N=N\c3cc(C)c(cc3OC)\N=N\c4cc(cc5cccc(c45)S(=O)(=O)O)S(=O)(=O)O)c(C)cc1NC(=O)c6ccc(N)cc6"
79749,"[Na+].Oc1ccc(N=Nc2ccc(\C=C\c3ccc(cc3S(=O)(=O)O)N=Nc4ccc(O)c(N=Nc5cccc6ccccc56)c4O)c(c2)S(=O)(=O)O)c(O)c1N=Nc7cccc8ccccc78"
79750,"CN(C)c1ccc(\C=C\2/C=Nc3ccccc23)cc1"
79751,"ClCCN(CCCl)c1ccc(\C=C\2/C=Cc3ccccc23)cc1"
79772,"CC[N+](C)(C)Cc1ccccc1"
79776,"CC[N+](C)(C)C(C)c1ccccc1"
79788,"C[N+]1(C)CCc2ccccc2C1"
79834,"CCC1(C(=Nc2ccccc2C1=O)C)c3ccccc3"
79843,"CN(C)CCCN1C(=O)c2ccccc2c3ccccc13"
79850,"Cc1ccc2[nH]c(C)c(CCN)c2c1"
79862,"OCCN(CCO)C=O"
79863,"[Na+].[Na+].Oc1ccc(cc1S(=O)(=O)O)[N+](=O)[O-]"
79864,"NNc1cc(ccc1Cl)S(=O)(=O)O"
79865,"CCCOP(=O)OCCC"
79866,"ClC(Cl)c1c(Cl)cccc1Cl"
79867,"ClCCOC1CCCCO1"
79868,"CCNCCCOCC"
79869,"COc1ccc(NC(=S)N)cc1"
79870,"Cc1ccc(CS)cc1"
79871,"CC(=O)Nc1ccc(N)cc1N"
79872,"OCCN\N=C\c1ccncc1"
79873,"ClCCCOC1CCCCO1"
79874,"CN1CCN(CCCO)CC1"
79875,"CC(C)c1ccc(F)cc1"
79876,"CN(C)C(=O)Oc1ccccc1"
79877,"COC(=O)CC(=CC#N)CC(=O)OC"
79878,"ClC(Cl)(Cl)C1CCC2CCCC12"
79879,"CN(C)CCN1CCN(C)CC1"
79880,"OC(=O)c1cnc2ccc(Cl)cc2c1O"
79881,"OC(=O)CCCc1ccccc1[N+](=O)[O-]"
79882,"COc1ccccc1CCCO"
79883,"[Na+].Oc1ccc(Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc1S(=O)(=O)O"
79884,"OS(=O)(=O)c1ccc2CCc3cccc1c23"
79885,"OC(=O)CCSC1(CCCCC1)SCCC(=O)O"
79886,"CCCCCCCCCCC(Br)C(=O)O"
79887,"CCOC(=O)C(=CNc1ccccc1Cl)C(=O)OCC"
79888,"COc1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1"
79889,"CCOC(=O)C(=CNc1cccc(c1)C(F)(F)F)C(=O)OCC"
79890,"CC(C)c1ccc(cc1)C2CCCCC2=O"
79891,"CCCCOC(=O)c1cccc(n1)C(=O)OCCCC"
79892,"CCCCCCCCCCCC(=O)NCCCN(C)C"
79893,"CCCCCCCCCCCCCCC1CC(=O)OC1=O"
79894,"CCCCCCCCCCCCCCCCCCC1CC(=O)OC1=O"
79895,"O=C1OC(=O)c2ccc3c4ccc5C(=O)OC(=O)c6ccc(c7ccc1c2c37)c4c56"
79896,"ClCC(Cl)(Br)CBr"
79941,"OCC1(CO)COC(=N1)c2ccccc2"
79985,"CCCC[Sn](CCCC)(OC(=O)\C=C\c1ccccc1)OC(=O)\C=C\c2ccccc2"
80002,"CN1CN(CSC1=S)C2CCCCC2"
80036,"O=C1NC(=O)C(CCN2CCCCC2)(C(=O)N1)c3ccccc3"
80038,"[O-][N+](=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-]"
80050,"CCN1C(=O)Oc2ccccc2C1=O"
80055,"CCN(CC)CCN1C(=O)c2ccccc2c3ccccc13"
80056,"CC(=O)Oc1ccccc1C(=O)OC(=O)c2ccccc2OC(=O)C"
80067,"CN1C(=O)CC2(CCCCC2)CC1=O"
80075,"CNP1(=S)OCC(C)(C)CO1"
80077,"Clc1ccc(Cl)c(C(=O)Nc2ccccc2)c1Cl"
80081,"OC(=O)CCOCC(COCCC(=O)O)(COCCC(=O)O)COCCC(=O)O"
80083,"[O-][N+](=O)c1ccc(Cl)c(\C=N\CC\N=C\c2c(Cl)ccc(c2Cl)[N+](=O)[O-])c1Cl"
80087,"CN(C)c1ccc(\C=C/2\C=Cc3ccccc23)cc1"
80093,"CCc1cc2c(cc1C(=O)CBr)C(C)(C)CCC2(C)C"
80094,"CCc1cc2c(cc1C(=O)\C=C/C(=O)O)C(C)(C)CCC2(C)C"
80096,"O=P(N1CC1)(N2CC2)N3CCN(CC3)P(=O)(N4CC4)N5CC5"
80097,"OC(=O)\C(=C/c1ccc(cc1)N(CCF)CCCl)\O"
80098,"Nc1nc(Cl)nc2c1ncn2C3OC(CO)C4OC34"
80099,"COC1OCC(SC(=O)c2ccccc2)C(O)C1O"
80100,"CS(=O)(=O)OC1C(O)C(CO)OC1n2cnc3c(N)nc(Cl)nc23"
80101,"FCCN(CCCl)c1ccc(\C=C/2\N=C(OC2=O)c3ccccc3)cc1"
80102,"FCCNc1ccccc1"
80103,"CC1CN1CC(O)C(O)CN2CC2C"
80104,"CC1CN1CC(O)C(O)CN2CC2C"
80105,"Cc1c(ccc2c3CCCCc3[nH]c12)C#N"
80106,"Cc1c(ccc2c3CCCCc3[nH]c12)C(=O)O"
80107,"CCOC(=O)c1ccc2c3ccccc3[nH]c2c1C"
80108,"CCOC(=O)c1ccc2c3CCCCc3[nH]c2c1C"
80109,"OCCN(CCO)c1ccc(OCc2ccccc2)cc1"
80111,"ClCCN(CCCl)c1ccc(OCc2ccccc2)cc1"
80116,"CC1CNC(=N1)c2cccc(NC(=O)c3ccc(C(=O)Nc4cccc(c4)C5=NC(C)CN5)c(N)c3)c2"
80117,"Nc1cc(ccc1C(=O)Nc2cccc(c2)C3=NCCCN3)C(=O)Nc4cccc(c4)C5=NCCCN5"
80118,"NC(=N)c1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(c3)C(=N)N)c(N)c2)c1"
80119,"NCc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(CN)cc3)c(N)c2)cc1"
80120,"NCCc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(CCN)cc3)c(N)c2)cc1"
80122,"CC(C)NC(=N)c1ccc(NC(=O)c2ccc(cc2)C(=O)Nc3ccc(cc3)C(=N)NC(C)C)cc1"
80123,"Nc1ccc(OC(=O)Oc2ccc(N)cc2)cc1"
80124,"Clc1ccc(OC2=CNC(=S)NC2=O)cc1"
80125,"NC1(CCCC1)C(=O)NC2(CCCC2)C(=O)NC3(CCCC3)C(=O)O"
80126,"NC1(CCCC1)C(=O)OCc2ccccc2"
80127,"CCOC(=O)CNC(=O)C1(CCCC1)NC(=O)CNC(=O)OCc2ccccc2"
80128,"OC(=O)C1(CCCC1)NC(=O)CNC(=O)OCc2ccccc2"
80129,"COC(=O)C1(CCCC1)NC(=O)C2(CCCC2)NC(=O)OCc3ccccc3"
80130,"NCC(=O)NCC(=O)NC1(CCCC1)C(=O)O"
80131,"O=C(NC1(CCCC1)C(=O)NC2(CCCC2)C(=O)NC3(CCCC3)C(=O)OCc4ccccc4)OCc5ccccc5"
80132,"O=C(CNC(=O)OCc1ccccc1)NC2(CCCC2)C(=O)NC3(CCCC3)C(=O)OCc4ccccc4"
80133,"NCC(=O)NC1(CCCC1)C(=O)NC2(CCCC2)C(=O)O"
80134,"[O-][N+](=O)c1ccc(OC(=O)C2(CCCC2)NC(=O)OCc3ccccc3)cc1"
80135,"OC(=O)C1(CCCC1)NC(=O)CNC(=O)CNC(=O)OCc2ccccc2"
80136,"OC(=O)CNC(=O)C1(CCCC1)NC(=O)CNC(=O)OCc2ccccc2"
80137,"CO[C@H]1[C@H](O)C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1CO"
80138,"COC1C(CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6"
80139,"CC(=O)Nc1c(Cl)cc2c(Cc3ccccc23)c1Cl"
80140,"CC(=O)Nc1ccc2c(c1)C(=O)c3cc(Cl)c(Cl)cc23"
80141,"Nc1ccc2c(Cc3cc(Cl)c(Cl)cc23)c1"
80142,"[O-][N+](=O)c1ccc2c(Cc3cc(NC(=O)C(Cl)Cl)ccc23)c1"
80143,"[O-][N+](=O)c1ccc2c(c1)C(=O)c3cc(NC(=O)C(Cl)Cl)c(Cl)cc23"
80144,"FC(F)(F)C(=O)Nc1cc2C(=O)c3ccccc3c2cc1Br"
80145,"[O-][N+](=O)c1ccc2c(c1)C(=O)c3cc(NC(=O)C(F)(F)F)c(Br)cc23"
80146,"Nc1cc2C(=O)c3cc(ccc3c2cc1Br)[N+](=O)[O-]"
80147,"CC(=O)Nc1c(Cl)c(Cl)c2c(Cc3cc(Br)ccc23)c1Cl"
80148,"ClC(Cl)C(=O)Nc1cc(Cl)cc(Cl)c1"
80149,"Clc1cc(Cl)cc(I)c1"
80150,"CC(=O)Nc1cc(Cl)c(Cl)cc1Cl"
80151,"Nc1ccc2c(c1)C(=O)c3cc(Cl)c(Cl)cc23"
80152,"Nc1c(Cl)cc2c(Cc3cc(ccc23)[N+](=O)[O-])c1Cl"
80153,"[O-][N+](=O)c1ccc2c(c1)C(=O)c3c(Cl)cc(Cl)cc23"
80154,"ClC(Cl)C(=O)Nc1ccc2OC(=O)c3ccccc3c2c1"
80155,"[O-][N+](=O)c1ccc2c(Cc3c(Cl)cc(Cl)cc23)c1"
80156,"CC(=O)Nc1c(Cl)cc2c(Cc3cc(N)ccc23)c1Cl"
80157,"CC(=O)Nc1c(Cl)cc2c(Cc3cc(Cl)ccc23)c1Cl"
80158,"CC(=O)Nc1c(Cl)cc2c(Cc3cc(ccc23)[N+]#N)c1Cl"
80159,"CC(=O)Nc1c(Cl)cc2c(Cc3cc(F)ccc23)c1Cl"
80160,"CCC(=O)Nc1ccc2c(Cc3cc(ccc23)[N+](=O)[O-])c1"
80161,"OCCN(CCO)c1cc2c3ccccc3ccc2c4ccccc14"
80162,"Cc1ccc(NC(=O)c2ccc(C)c(c2)N(CCCl)CCCl)c(C)c1"
80163,"CC(=O)Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"
80164,"CCC(=O)Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"
80165,"Cc1ccccc1NCS(=O)(=O)O"
80166,"Cc1cc(ccc1NCS(=O)(=O)O)\N=N\c2ccccc2"
80167,"Cc1cc(ccc1N)N=Nc2ccccc2"
80168,"CC(=O)Nc1ccc(cc1C)N=Nc2ccccc2"
80169,"COC(=O)c1cccc2c1Cc3ccccc23"
80170,"CC(=O)N(C(=O)C)c1ccc(cc1C)N=Nc2ccccc2"
80171,"COc1ccccc1NCS(=O)(=O)O"
80172,"COc1cc(ccc1NCS(=O)(=O)O)\N=N\c2ccccc2"
80173,"Nc1ccc(cc1[N+](=O)[O-])N=Nc2ccccc2"
80174,"CC(=O)Nc1ccc(cc1[N+](=O)[O-])N=Nc2ccccc2"
80175,"CC(=O)N(Cl)c1ccc(cc1[N+](=O)[O-])N=Nc2ccccc2"
80176,"Nc1ccccc1C=C2c3ccccc3c4ccccc24"
80177,"CC(=O)Nc1ccccc1C=C2c3ccccc3c4ccccc24"
80178,"CC(=O)Nc1ccc2c(Cc3ccccc23)c1Br"
80179,"Nc1ccc2c(Cc3ccccc23)c1Br"
80180,"Cc1ccc(C(=O)O)c(c1)[N+](=O)[O-]"
80181,"ClC(=O)c1cccc2c1Cc3ccccc23"
80182,"OCc1cccc2c1Cc3ccccc23"
80183,"Cc1cccc2c1Cc3ccccc23"
80184,"Fc1cc2c3ccccc3ccc2c4ccccc14"
80185,"Nc1cc(N)cc(I)c1"
80186,"Nc1cc2c3ccccc3ccc2c4ccccc14"
80187,"C1c2cc(ccc2c3ccc(cc13)\N=C\c4ccccc4)\N=C\c5ccccc5"
80188,"Cc1cc(C(=O)O)c(C)cc1N"
80189,"ClC(Cl)C(=O)Nc1ccc2CCc3cccc1c23"
80190,"O\N=C/1\C(=N\O)\c2ccccc2c3ccccc13"
80191,"Nc1c(N)c2ccccc2c3ccccc13"
80192,"CC(=O)Nc1ccc2c(Cc3cc(Cl)c(Cl)cc23)c1"
80193,"Nc1cc2C(=O)c3cc(Cl)c(Cl)cc3c2cc1Br"
80194,"CC(=O)Nc1cc2C(=O)c3cc(Cl)c(Cl)cc3c2cc1Cl"
80195,"CC(=O)Nc1c(Cl)c(Cl)c2c(Cc3cc(ccc23)[N+](=O)[O-])c1Cl"
80196,"[R]Cl.ClC(Cl)C(=O)Nc1cccc2Cc3c(Cl)c(NC(=O)C(Cl)Cl)c(Cl)cc3c12"
80197,"Nc1cc2C(=O)c3ccc(Cl)cc3c2cc1Cl"
80198,"Nc1cc2C(=O)c3cc(Cl)c(Cl)cc3c2cc1Cl"
80199,"CC(=O)Nc1cc2Cc3cc(ccc3c2cc1F)[N+](=O)[O-]"
