Split,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2
cold_combination,11.754891874370935,7.327376305120837,0.10468428965754595,11.640733225868889,7.373067212650755,0.13333326426218328
cold_cell_line,10.173739660617198,6.871532877918856,0.2605393677981275,11.483111672692889,7.0877565148363875,0.23609821903968176
cold_drug,12.215089498401953,7.6622980570383215,0.06587729416940902,11.176331951057689,7.470166402994348,0.06017942098931439
