Split,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2
cold_combination,11.559019312789678,7.1614726239417905,0.13427311120353924,11.37621183539561,7.151858317256722,0.17227362163539883
cold_cell_line,9.788157551479335,6.729194981631663,0.3155279480872052,11.071595000854721,6.9601903609766955,0.28986858147694916
cold_drug,12.204861034817924,7.689715510637667,0.06744103870520957,11.064973710719277,7.355335330502635,0.07881440412125384
